employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,year_competency,avg_competency_score
EMP101112,3.0,2022,BUDI FIRMANSYAH,316948,2,1,1,5,1,1,1,2,1,52,55,45,DS,Dominant-Steadiness,ISFJ,96.0,40.0,5,2022,2.888888888888889
EMP101113,3.0,2022,EVI SYAHPUTRA,182862,3,1,4,2,5,3,3,3,2,30,91,66,SD,Steadiness-Dominant,ESTJ,93.0,35.0,5,2022,3.0
EMP101114,3.0,2022,TANIA FAUZIAH,852501,3,1,1,5,3,1,1,1,5,38,27,67,IS,Influencer-Steadiness,ENTJ,84.0,30.0,10,2022,2.6666666666666665
EMP101115,4.0,2022,VALDO PUTRA,996287,2,3,6,6,3,1,3,1,6,34,46,54,CS,Conscientious-Steadiness,INTP,90.0,26.0,3,2022,3.8
EMP101116,5.0,2022,DIMAS TRI ZULFIKAR,446942,4,1,4,2,2,1,1,2,1,36,77,59,DI,Dominant-Influencer,ENFP,,29.0,2,2022,4.875
EMP101117,4.0,2022,RENDRA INDRAWAN,719870,3,3,5,4,2,1,3,4,1,57,50,20,DS,Dominant-Steadiness,ENFP,,,4,2022,4.125
EMP101118,3.0,2022,MAYA DHARMA KURNIAWAN,391229,2,4,4,3,2,3,3,2,3,1,56,88,DI,Dominant-Influencer,ISFJ,81.0,28.0,8,2022,3.2
EMP101119,2.0,2022,UTAMI LESTARI,375473,1,1,1,4,3,1,1,2,3,40,82,72,DS,Dominant-Steadiness,INFP,,,8,2022,1.7777777777777777
EMP101120,3.0,2022,GITA RAHMAWATI,792016,1,1,2,2,5,3,3,1,3,52,69,47,DC,Dominant-Conscientious,INTP,97.0,15.0,5,2022,3.2
EMP101121,4.0,2022,GITA HASIBUAN,685201,3,1,5,2,1,1,3,1,1,28,60,49,SC,Steadiness-Conscientious,ISFJ,132.0,35.0,4,2022,4.2
EMP101122,3.0,2022,MAYA UTAMI,793959,3,1,1,5,3,2,2,1,2,48,88,68,NAN,Dominant-Conscientious,INTJ,95.0,19.0,5,2022,3.3
EMP101123,2.0,2022,DIAN KURNIAWAN,810966,2,4,2,6,3,2,1,3,4,50,95,64,SI,Steadiness-Influencer,ESFJ,87.0,23.0,5,2022,1.8888888888888888
EMP101124,1.0,2022,CAHYO TRI MAULIDA,585533,1,3,1,6,3,3,1,3,6,77,80,35,CD,Conscientious-Dominant,ESFP,,29.0,9,2022,1.25
EMP101125,3.0,2022,NABILA HALIM,783923,3,4,6,6,2,2,3,2,6,18,38,60,IS,Influencer-Steadiness,ESTJ,115.0,27.0,10,2022,2.6666666666666665
EMP101126,1.0,2022,AYUNDA JATMIKO ZULFIKAR,345007,2,2,3,3,1,3,2,2,5,61,63,43,ID,Influencer-Dominant,ISTP,80.0,28.0,5,2022,12.0
EMP101127,4.0,2022,VALDO HASIBUAN,852759,4,4,1,3,5,1,3,3,2,48,78,84,DI,Dominant-Influencer,ESTJ,94.0,35.0,10,2022,3.9
EMP101128,2.0,2022,KARTIKA SETIAWAN,188469,4,3,5,1,1,1,3,2,6,78,61,49,DC,Dominant-Conscientious,ISFP,82.0,40.0,5,2022,2.0
EMP101129,3.0,2022,RENDRA PURNAMA,714217,1,2,4,3,5,1,2,2,1,72,99,79,IC,Influencer-Conscientious,INFJ,101.0,27.0,7,2022,3.111111111111111
EMP101130,3.0,2022,RIFQI KUSUMA,406965,2,1,1,6,4,3,3,4,5,24,49,40,DS,Dominant-Steadiness,ENTJ,104.0,36.0,5,2022,2.7777777777777777
EMP101131,4.0,2022,LESTARI CANDRA NUGROHO,617499,2,1,3,3,2,3,2,2,1,42,67,84,NAN,Conscientious-Steadiness,ISFJ,108.0,34.0,9,2022,3.888888888888889
EMP101132,3.0,2022,UMAR PRADANA,787781,4,1,3,3,5,2,3,1,3,39,77,70,CI,Conscientious-Influencer,ESTJ,112.0,32.0,4,2022,2.8
EMP101133,4.0,2022,RENDRA SUBEKTI,726724,4,2,5,2,1,3,1,2,1,62,90,50,CI,Conscientious-Influencer,INTJ,108.0,33.0,5,2022,3.375
EMP101134,3.0,2022,KURNIA DHARMA PUTRA,373876,2,3,6,3,3,1,1,4,3,96,22,80,DI,Dominant-Influencer,INFP,109.0,31.0,3,2022,3.4
EMP101135,1.0,2022,ADIT ROHMAN,237031,4,2,2,5,5,3,3,3,1,28,25,40,DS,Dominant-Steadiness,NAN,116.0,37.0,3,2022,1.3
EMP101136,3.0,2022,ARIF SAPUTRA HALIM,482588,4,1,1,6,4,1,1,3,2,55,30,57,DC,Dominant-Conscientious,ISTJ,116.0,33.0,1,2022,12.5
EMP101137,3.0,2022,NABILA PUTRA,798738,3,1,2,4,2,3,3,4,1,25,70,75,DS,Dominant-Steadiness,ESTJ,,,7,2022,2.7
EMP101138,1.0,2022,RIZKA KUSUMA,232522,4,1,6,3,1,3,3,1,4,39,25,57,IS,Influencer-Steadiness,ISFP,137.0,25.0,3,2022,1.3
EMP101139,3.0,2022,RENDRA GUNAWAN,158180,1,2,5,4,3,1,3,4,3,65,44,28,CI,Conscientious-Influencer,ENFJ,,,7,2022,2.8
EMP101140,4.0,2022,WAHYU NABILA PURNAMA,814462,3,2,2,1,5,1,2,2,6,61,53,56,SI,Steadiness-Influencer,ENFJ,128.0,16.0,8,2022,3.9
EMP101141,2.0,2022,DWI HARTANTO,381939,1,3,3,1,1,3,1,3,3,95,66,43,ID,Influencer-Dominant,ISFJ,,26.0,7,2022,2.0
EMP101142,3.0,2022,RANI KUSUMA PUTRA,163215,4,1,1,6,3,3,3,2,1,76,36,57,SI,Steadiness-Influencer,ENFP,113.0,22.0,1,2022,2.625
EMP101143,3.0,2022,AYUNDA PURNAMA,415143,3,2,5,1,2,3,3,1,2,65,42,81,DC,Dominant-Conscientious,ESTP,127.0,38.0,3,2022,3.0
EMP101144,4.0,2022,RIFQI MAULIDA,852503,3,2,1,2,5,3,2,3,6,37,94,64,SD,Steadiness-Dominant,ENFJ,93.0,31.0,4,2022,3.7
EMP101145,4.0,2022,YOGA ADI HALIM,998773,3,4,1,5,2,1,3,3,5,46,99,40,DC,Dominant-Conscientious,ISFP,90.0,35.0,8,2022,3.9
EMP101146,3.0,2022,AYU SUHARTO,900824,4,1,1,4,3,1,1,4,6,37,48,46,IC,Influencer-Conscientious,ISTP,,,9,2022,3.111111111111111
EMP101147,3.0,2022,ANISA KUSUMA,996039,2,1,4,6,2,3,1,2,6,70,28,20,CD,Conscientious-Dominant,ISTP,111.0,35.0,8,2022,3.111111111111111
EMP101148,2.0,2022,AHMAD HARTANTO,139833,1,2,5,3,4,2,2,3,3,81,20,49,DS,Dominant-Steadiness,NAN,137.0,34.0,2,2022,1.5555555555555556
EMP101149,3.0,2022,UTAMI ZULFIKAR SIREGAR,750675,2,4,1,1,5,2,3,2,3,46,90,93,SC,Steadiness-Conscientious,INTJ,83.0,20.0,9,2022,2.6666666666666665
EMP101150,3.0,2022,WAHYU PRAMUDITA INDRAWAN,311789,2,1,3,6,4,2,3,3,3,56,76,53,CI,Conscientious-Influencer,ENTP,118.0,39.0,1,2022,3.0
EMP101151,4.0,2022,DWI ADI WIJAYA,220434,3,1,4,2,5,1,1,1,1,28,49,94,CI,Conscientious-Influencer,ISTP,86.0,22.0,9,2022,4.2
EMP101152,3.0,2022,DEWI NABILA HASIBUAN,615852,1,1,1,4,3,1,2,1,1,74,29,21,SI,Steadiness-Influencer,ENFP,,,8,2022,2.875
EMP101153,4.0,2022,AYUNDA SIREGAR,555882,1,2,2,2,1,2,1,4,5,112,40,32,NAN,Conscientious-Dominant,INTJ,91.0,34.0,5,2022,4.0
EMP101154,3.0,2022,GITA AJI SIMANJUNTAK,375738,3,2,6,6,2,2,1,4,1,78,49,75,SC,Steadiness-Conscientious,ISFP,116.0,41.0,2,2022,3.2
EMP101155,4.0,2022,RIZKI BASKARA PERMADI,292332,4,3,2,4,2,2,1,2,6,128,56,22,CD,Conscientious-Dominant,ESFP,,,1,2022,3.9
EMP101156,2.0,2022,ADI HALIM,465053,2,3,4,1,3,3,1,3,1,55,100,63,IC,Influencer-Conscientious,ESTJ,,25.0,3,2022,2.4444444444444446
EMP101157,5.0,2022,GALIH IQBAL PRADANA,191007,4,1,1,2,3,2,2,1,3,61,48,69,SC,Steadiness-Conscientious,ENTJ,108.0,32.0,1,2022,14.2
EMP101158,3.0,2022,PUTRI SAPUTRA SINAGA,217650,2,4,2,3,4,2,1,4,3,56,34,50,DS,Dominant-Steadiness,ENTP,127.0,30.0,8,2022,3.0
EMP101159,4.0,2022,VANIA MAULANA,265389,1,1,3,1,4,1,3,3,1,111,92,66,SC,Steadiness-Conscientious,INTP,111.0,25.0,5,2022,4.0
EMP101160,3.0,2022,OKA LESTARI WIJAYA,825453,3,4,3,4,1,2,1,4,2,52,78,31,CI,Conscientious-Influencer,ENTP,,,2,2022,3.0
EMP101161,,2022,FAJAR RAMADHAN,776343,2,2,3,2,2,3,1,3,6,1,26,28,DC,Dominant-Conscientious,NAN,87.0,30.0,10,2022,2.7777777777777777
EMP101162,3.0,2022,HADI LESTARI,362076,1,3,3,6,1,3,2,2,4,61,39,59,DS,Dominant-Steadiness,ESFP,86.0,21.0,5,2022,2.6
EMP101163,2.0,2022,MAYA SUHARTO,589918,1,2,3,2,1,1,3,2,3,32,26,38,SC,Steadiness-Conscientious,ESFJ,99.0,31.0,8,2022,1.9
EMP101164,4.0,2022,NABILA SUBEKTI,612413,2,4,2,5,3,1,3,2,6,89,34,68,CD,Conscientious-Dominant,ESTP,104.0,13.0,7,2022,4.0
EMP101165,3.0,2022,KARTIKA IQBAL GUNAWAN,660208,4,4,3,3,3,3,1,3,3,21,37,82,SC,Steadiness-Conscientious,ENTJ,83.0,29.0,3,2022,2.625
EMP101166,4.0,2022,UTAMI QOLBI HALIM,342257,4,3,3,1,5,3,1,4,5,71,47,60,SC,Steadiness-Conscientious,ESFJ,106.0,33.0,9,2022,4.1
EMP101167,3.0,2022,RAMA UTAMI,659007,4,2,3,6,4,2,2,3,2,44,27,48,IS,Influencer-Steadiness,ENTP,86.0,30.0,2,2022,3.2222222222222223
EMP101168,3.0,2022,OKA PERMADI,161330,3,1,4,2,3,3,2,3,5,24,26,92,NAN,Conscientious-Dominant,ENFJ,134.0,29.0,8,2022,3.1
EMP101169,3.0,2022,ANISA WIJAYA MAULANA,320601,2,2,1,1,5,2,1,2,4,73,78,41,SD,Steadiness-Dominant,ISFJ,89.0,31.0,8,2022,2.8
EMP101170,4.0,2022,DEWI JATMIKO INDRAWAN,928249,2,4,2,2,3,1,1,3,5,19,58,67,SC,Steadiness-Conscientious,ENFJ,127.0,31.0,7,2022,3.8
EMP101171,4.0,2022,MAYA BASKARA SUHARTO,904432,3,2,4,5,4,3,3,2,3,74,84,84,SC,Steadiness-Conscientious,ENFP,,30.0,5,2022,4.285714285714286
EMP101172,4.0,2022,ARIF PURNAMA,991633,2,3,2,4,3,3,1,4,4,81,20,39,ID,Influencer-Dominant,ESFP,,,7,2022,4.2
EMP101173,3.0,2022,RIZKI DHARMA RAHMAWATI,892411,3,2,2,2,4,3,2,2,3,58,91,82,DS,Dominant-Steadiness,INFJ,81.0,20.0,10,2022,3.1
EMP101174,4.0,2022,YOGA SAPUTRA MAHENDRA,645748,2,2,5,4,3,2,2,3,1,53,45,50,IS,Influencer-Steadiness,ENFP,,,7,2022,3.8
EMP101175,4.0,2022,ANISA YULIANTO,451140,2,4,5,1,5,1,2,3,6,56,36,83,CS,Conscientious-Steadiness,INFJ,80.0,40.0,8,2022,4.2
EMP101176,4.0,2022,DIMAS TRI PRATAMA,360330,3,1,4,1,3,2,1,1,4,75,25,96,DS,Dominant-Steadiness,INFP,117.0,25.0,8,2022,4.0
EMP101177,3.0,2022,MAHENDRA SIREGAR,580158,2,1,1,4,4,3,2,4,1,82,23,40,SI,Steadiness-Influencer,INFJ,,,10,2022,2.5
EMP101178,2.0,2022,GALIH RAHMAWATI,911718,4,3,1,5,3,3,2,3,6,106,73,54,SC,Steadiness-Conscientious,INFJ,84.0,15.0,5,2022,2.2
EMP101179,4.0,2022,RANI JATMIKO INDRAWAN,638523,1,3,6,5,4,2,3,1,6,76,82,25,ID,Influencer-Dominant,ISTJ,117.0,30.0,7,2022,3.9
EMP101180,5.0,2022,HANA SUHARTO,368968,4,2,6,4,4,3,1,4,5,29,85,57,IC,Influencer-Conscientious,ISFP,,,2,2022,5.0
EMP101181,4.0,2022,PUTRI ANANDA,206791,2,1,3,1,5,2,3,1,2,34,43,76,SD,Steadiness-Dominant,INTP,104.0,20.0,8,2022,3.875
EMP101182,2.0,2022,VALDO ZULFIKAR SANTOSO,714731,1,3,1,6,2,1,2,3,3,11,55,35,CI,Conscientious-Influencer,ESFP,115.0,29.0,2,2022,1.8888888888888888
EMP101183,2.0,2022,GITA ADI WIBOWO,628069,3,1,3,2,5,2,2,2,6,86,38,91,NAN,Steadiness-Influencer,ENTP,118.0,36.0,10,2022,2.1
EMP101184,1.0,2022,MAHENDRA DHARMA YULIANTO,141920,3,4,2,2,4,2,2,3,3,62,52,31,DI,Dominant-Influencer,ISTP,122.0,37.0,10,2022,11.1
EMP101185,3.0,2022,WAHYU UTAMI,699212,4,3,3,1,1,1,1,3,1,23,22,35,CI,Conscientious-Influencer,ISFJ,115.0,31.0,8,2022,2.8
EMP101186,4.0,2022,CITRA HALIM WIJAYA,233129,2,1,1,2,4,2,2,3,6,21,100,85,DS,Dominant-Steadiness,ESFJ,110.0,20.0,9,2022,3.7777777777777777
EMP101187,4.0,2022,PRASETYO ANANDA,473323,2,1,2,1,4,2,3,3,5,45,74,67,SC,Steadiness-Conscientious,ISTP,110.0,33.0,2,2022,3.9
EMP101188,2.0,2022,JULIA UTAMI,707058,3,1,4,4,1,1,1,2,3,54,23,67,CI,Conscientious-Influencer,INFP,,,3,2022,1.6666666666666667
EMP101189,1.0,2022,PRASETYO PRADANA,931299,4,4,6,1,1,2,2,1,5,46,78,31,NAN,Influencer-Dominant,ESFP,134.0,31.0,8,2022,1.1111111111111112
EMP101190,3.0,2022,KURNIA DHARMA KURNIAWAN,378022,1,2,2,2,3,2,2,3,5,9,67,87,SD,Steadiness-Dominant,ENFJ,87.0,35.0,2,2022,2.7777777777777777
EMP101191,2.0,2022,WULAN NUGROHO,371567,3,3,4,2,2,2,3,3,6,21,30,30,NAN,Conscientious-Influencer,ISTJ,140.0,25.0,10,2022,2.111111111111111
EMP101192,3.0,2022,GALIH AJI PERMADI,266196,2,1,5,3,4,3,2,1,2,46,35,21,DS,Dominant-Steadiness,ENFP,114.0,26.0,10,2022,3.0
EMP101193,3.0,2022,DWI UTAMA HANDAYANI,464141,1,1,3,5,1,1,3,1,2,55,59,86,DS,Dominant-Steadiness,ENTJ,103.0,31.0,6,2022,3.0
EMP101194,3.0,2022,PRASETYO CANDRA SUBEKTI,465002,4,3,4,2,2,2,3,1,6,37,28,77,NAN,Steadiness-Dominant,NAN,105.0,30.0,1,2022,3.0
EMP101195,4.0,2022,HANA AJI SETIAWAN,299626,2,3,3,4,4,2,3,4,6,10,67,74,CI,Conscientious-Influencer,ENFP,,,7,2022,4.0
EMP101196,3.0,2022,SATYA FIRMANSYAH,985085,2,4,3,2,2,3,3,2,3,0,44,89,SI,Steadiness-Influencer,NAN,90.0,37.0,3,2022,2.7777777777777777
EMP101197,3.0,2022,CAHYO PAMUNGKAS,178707,4,2,2,5,4,3,2,1,1,55,67,60,IS,Influencer-Steadiness,INFJ,89.0,25.0,1,2022,3.0
EMP101198,5.0,2022,NADIA PRATOMO,303735,1,1,6,2,4,2,1,2,5,39,53,55,NAN,Dominant-Influencer,ENTP,82.0,30.0,8,2022,4.9
EMP101199,4.0,2022,UMAR RACHMAN HIDAYAT,997320,3,3,1,6,2,1,1,3,5,26,73,82,DI,Dominant-Influencer,ENFP,109.0,30.0,8,2022,4.0
EMP101200,2.0,2022,ANISA RIDWAN,810873,2,2,3,2,1,3,3,4,5,68,59,51,SC,Steadiness-Conscientious,ISFP,119.0,35.0,3,2022,1.6666666666666667
EMP101201,4.0,2022,VALDO SINAGA,426674,3,2,3,5,3,1,1,2,4,43,56,95,CI,Conscientious-Influencer,ENFJ,120.0,32.0,5,2022,4.4
EMP101202,4.0,2022,VALDO UTAMI,940810,4,2,3,4,4,1,1,1,2,15,75,55,DC,Dominant-Conscientious,ESFJ,,,7,2022,4.4
EMP101203,2.0,2022,DWI LESTARI,829065,4,2,5,3,5,2,3,1,3,84,39,22,CD,Conscientious-Dominant,INTP,88.0,30.0,9,2022,2.1
EMP101204,4.0,2022,KARTIKA NUGROHO,540300,2,1,3,4,4,2,2,2,5,96,98,52,DC,Dominant-Conscientious,ENFJ,,,1,2022,4.4
EMP101205,1.0,2022,NURLITA QOLBI TAMBA,590638,4,2,3,4,1,2,2,2,1,27,99,24,SD,Steadiness-Dominant,ENTJ,,,7,2022,1.5
EMP101206,4.0,2022,UTAMI SIREGAR,945451,3,1,2,4,4,1,2,2,1,58,54,70,DI,Dominant-Influencer,ENFJ,,,10,2022,4.111111111111111
EMP101207,5.0,2022,ADI SALSABILA,241402,1,3,3,5,3,2,1,2,6,47,77,59,SD,Steadiness-Dominant,NAN,130.0,33.0,10,2022,5.0
EMP101208,,2022,DIMAS SIREGAR,713613,1,1,1,5,5,2,1,1,5,92,67,85,CI,Conscientious-Influencer,ISTJ,,27.0,4,2022,3.1
EMP101209,3.0,2022,ZAKI INDRAWAN,555197,3,2,4,2,3,2,1,4,6,22,62,28,IC,Influencer-Conscientious,INFJ,127.0,26.0,7,2022,3.0
EMP101210,3.0,2022,LUTHFI LESTARI RAHMAWATI,886056,1,3,3,2,2,1,3,1,3,72,67,87,CD,Conscientious-Dominant,ISTJ,103.0,25.0,1,2022,2.8
EMP101211,4.0,2022,VALDO ANANDA,859454,4,1,1,1,2,3,2,3,5,92,94,62,DI,Dominant-Influencer,ENTJ,137.0,27.0,1,2022,3.888888888888889
EMP101212,2.0,2022,GALIH SUHARTO,238106,1,1,6,2,3,3,2,3,2,63,71,64,SC,Steadiness-Conscientious,ESFJ,136.0,39.0,10,2022,2.2222222222222223
EMP101213,4.0,2022,BAYU ERLANGGA HIDAYAT,292489,2,3,5,6,5,3,1,4,3,85,97,80,DI,Dominant-Influencer,INTP,110.0,28.0,6,2022,3.8
EMP101214,3.0,2022,INTAN RIDWAN,682167,2,1,5,6,2,3,3,3,5,36,53,56,NAN,Dominant-Influencer,INTJ,107.0,19.0,10,2022,2.8
EMP101215,3.0,2022,AYU KUSUMA,455669,4,4,1,2,1,2,3,3,4,58,96,80,DC,Dominant-Conscientious,ESFP,102.0,24.0,8,2022,3.111111111111111
EMP101216,2.0,2022,GALIH CANDRA RIDWAN,471701,4,2,6,2,5,1,1,2,1,32,96,55,SI,Steadiness-Influencer,ISFJ,111.0,30.0,8,2022,1.7777777777777777
EMP101217,4.0,2022,LUTHFI LESTARI KUSUMA,852720,2,3,4,6,4,3,2,3,5,59,88,27,IS,Influencer-Steadiness,ISFJ,104.0,26.0,9,2022,4.111111111111111
EMP101218,,2022,DIAN GUNAWAN,834704,3,2,5,1,1,3,3,2,6,46,84,67,IS,Influencer-Steadiness,ISTJ,104.0,27.0,8,2022,2.7142857142857144
EMP101219,,2022,DINDA LESTARI SETIAWAN,239907,2,4,3,1,3,3,2,1,5,62,61,33,SD,Steadiness-Dominant,ESTP,139.0,31.0,7,2022,3.7777777777777777
EMP101220,4.0,2022,HADI PRAMUDITA SAPUTRA,908418,1,3,2,2,1,1,2,1,5,65,31,95,CI,Conscientious-Influencer,ENTJ,,22.0,2,2022,3.9
EMP101221,3.0,2022,BAYU ADI HANDAYANI,831482,1,2,6,5,5,3,3,3,3,40,66,72,IC,Influencer-Conscientious,ESFP,104.0,31.0,5,2022,2.888888888888889
EMP101222,,2022,SARI RAHMAWATI,668984,4,1,5,3,3,3,3,2,5,75,63,68,DS,Dominant-Steadiness,ESTP,100.0,21.0,1,2022,1.7
EMP101223,2.0,2022,DIMAS SITUMORANG,170570,3,4,4,1,5,1,3,4,2,22,68,51,SC,Steadiness-Conscientious,INFP,131.0,28.0,10,2022,2.0
EMP101224,4.0,2022,RIZKA INDRAWAN,866423,3,3,5,2,2,3,2,1,4,34,86,88,SC,Steadiness-Conscientious,INTP,106.0,25.0,4,2022,3.625
EMP101225,5.0,2022,ZAHRA HIDAYAT,150409,2,4,4,1,4,3,2,3,6,78,84,62,CD,Conscientious-Dominant,ESTJ,97.0,27.0,9,2022,4.8
EMP101226,4.0,2022,YOGA ERLANGGA MAHENDRA,405193,2,1,1,6,2,1,1,3,2,59,74,55,CI,Conscientious-Influencer,ENFP,121.0,34.0,9,2022,4.0
EMP101227,6.0,2022,FITRI DHARMA RAMADHAN,947246,1,1,2,5,3,2,3,3,3,41,36,25,CD,Conscientious-Dominant,ISTP,,20.0,8,2022,3.25
EMP101228,3.0,2022,SATYA QOLBI ANGGARA,119101,3,3,4,6,1,3,3,3,2,89,98,43,CD,Conscientious-Dominant,ISFP,,33.0,10,2022,2.8
EMP101229,3.0,2022,AYU PUTRA,475294,1,3,4,6,5,3,1,2,2,61,71,25,DC,Dominant-Conscientious,ENFP,125.0,34.0,9,2022,2.7777777777777777
EMP101230,2.0,2022,LUTHFI HANDAYANI,646313,4,4,6,2,3,3,1,1,3,26,30,37,CI,Conscientious-Influencer,INFJ,136.0,25.0,3,2022,2.0
EMP101231,2.0,2022,SARI TRI WIBOWO,249750,4,3,6,2,1,1,2,1,1,66,77,46,ID,Influencer-Dominant,ENTP,89.0,26.0,6,2022,2.1
EMP101232,2.0,2022,ADI ROHMAN,260055,1,2,4,6,1,3,1,1,3,40,87,59,NAN,Dominant-Conscientious,ESFJ,94.0,25.0,7,2022,2.3333333333333335
EMP101233,5.0,2022,KURNIA TRI PRATOMO,845798,3,4,1,4,4,2,2,3,5,56,38,46,DC,Dominant-Conscientious,INTP,,,5,2022,4.7
EMP101234,3.0,2022,LUTHFI ANANDA,818082,2,2,3,3,2,3,2,3,3,66,86,54,SC,Steadiness-Conscientious,ISFP,125.0,42.0,8,2022,3.0
EMP101235,3.0,2022,CAHYO GANESHA SITUMORANG,932366,2,4,6,4,2,2,1,2,3,15,48,99,IS,Influencer-Steadiness,ISTJ,,,5,2022,3.3333333333333335
EMP101236,3.0,2022,NOVI BASKARA FAUZIAH,722158,4,3,2,5,4,3,3,3,6,16,99,69,DS,Dominant-Steadiness,ENFP,116.0,36.0,6,2022,2.4
EMP101237,3.0,2022,ZAHRA RIDWAN,301932,2,1,6,6,4,3,2,3,4,61,80,30,DI,Dominant-Influencer,ENFP,85.0,31.0,10,2022,3.0
EMP101238,3.0,2022,RANI YULIANTO,157183,1,1,1,4,2,1,2,4,2,0,65,41,SC,Steadiness-Conscientious,INFP,,,5,2022,2.8
EMP101239,3.0,2022,BELLA QOLBI SIMANJUNTAK,449746,4,4,4,3,1,2,3,2,1,37,93,55,SI,Steadiness-Influencer,ESTJ,114.0,28.0,3,2022,2.6666666666666665
EMP101240,5.0,2022,RIFQI NABILA NUGROHO,739286,1,2,4,3,3,2,1,2,3,26,95,95,IC,Influencer-Conscientious,INTJ,96.0,34.0,2,2022,4.9
EMP101241,3.0,2022,MAHENDRA WIJAYA,604327,2,1,5,3,4,1,3,4,1,48,26,24,NAN,Influencer-Steadiness,INFP,83.0,23.0,10,2022,2.7777777777777777
EMP101242,,2022,SARI SAPUTRA TAMBA,342822,2,4,6,3,5,2,3,2,4,92,55,66,CD,Conscientious-Dominant,ENFP,139.0,31.0,3,2022,4.222222222222222
EMP101243,5.0,2022,NUGROHO SETIAWAN,443039,3,4,2,4,2,1,2,1,3,54,31,89,CI,Conscientious-Influencer,ESFP,,,9,2022,5.0
EMP101244,3.0,2022,EVI INDRAWAN,615430,4,1,5,2,2,1,2,2,5,29,61,61,SD,Steadiness-Dominant,INFJ,81.0,31.0,8,2022,3.3
EMP101245,,2022,FITRI SALSABILA,106535,4,1,4,1,1,1,1,2,4,89,79,84,SI,Steadiness-Influencer,INFJ,,16.0,2,2022,4.111111111111111
EMP101246,4.0,2022,JOKO PRADANA,838477,2,2,1,6,3,2,1,1,2,67,78,52,DI,Dominant-Influencer,INTP,133.0,36.0,6,2022,4.6
EMP101247,3.0,2022,IMAN SYAHPUTRA,235296,4,3,3,6,5,2,2,3,3,35,60,66,SI,Steadiness-Influencer,ENFP,81.0,32.0,9,2022,3.0
EMP101248,4.0,2022,CAHYO LESTARI,215777,3,2,3,3,1,1,1,4,3,85,47,95,SD,Steadiness-Dominant,ESTJ,115.0,25.0,7,2022,3.888888888888889
EMP101249,2.0,2022,NURLITA ERLANGGA MAULIDA,961789,3,4,2,3,2,2,3,3,2,49,66,31,DI,Dominant-Influencer,ENFP,125.0,21.0,10,2022,1.875
EMP101250,4.0,2022,IMAN WIJAYA,557794,4,4,2,3,2,2,1,1,3,69,71,40,CI,Conscientious-Influencer,ENFP,116.0,27.0,7,2022,3.888888888888889
EMP101251,1.0,2022,ADIT PRATAMA,830554,2,3,2,2,1,2,3,3,3,16,88,33,DS,Dominant-Steadiness,ISFP,,21.0,1,2022,1.0
EMP101252,3.0,2022,VANIA GINTING,908459,3,2,5,3,5,1,3,3,4,47,75,34,SI,Steadiness-Influencer,ESFJ,81.0,23.0,6,2022,3.2
EMP101253,3.0,2022,MAYA BASKARA ANANDA,683070,3,2,5,6,3,2,3,3,5,28,77,80,ID,Influencer-Dominant,INTP,137.0,23.0,2,2022,3.1
EMP101254,1.0,2022,LUTHFI QOLBI SINAGA,575107,1,2,1,3,3,2,2,4,1,57,59,70,CS,Conscientious-Steadiness,INTP,99.0,28.0,2,2022,1.2
EMP101255,3.0,2022,GITA HANDAYANI,117348,1,1,3,4,4,1,2,1,6,24,94,73,SC,Steadiness-Conscientious,ISFJ,,,5,2022,13.555555555555555
EMP101256,4.0,2022,AYU PRATAMA,824113,1,4,6,4,5,1,1,1,6,47,96,86,DC,Dominant-Conscientious,ENTJ,,,7,2022,4.222222222222222
EMP101257,3.0,2022,RIFQI ERLANGGA PRADANA,681974,4,2,3,5,1,2,1,3,5,62,35,28,NAN,Dominant-Conscientious,ESTP,127.0,28.0,3,2022,2.857142857142857
EMP101258,3.0,2022,CAHYO UTAMI,359334,1,1,3,6,4,3,2,1,2,48,56,77,SI,Steadiness-Influencer,INFP,81.0,34.0,7,2022,3.0
EMP101259,,2022,RAFA QOLBI INDRAWAN,499021,3,1,2,1,4,3,3,4,1,29,95,89,CD,Conscientious-Dominant,NAN,130.0,22.0,3,2022,3.6
EMP101260,3.0,2022,SATYA LESTARI,301230,2,2,3,4,3,1,3,3,5,78,93,97,DI,Dominant-Influencer,ESTJ,,,3,2022,2.6
EMP101261,2.0,2022,BAYU RACHMAN PRATOMO,156534,2,4,2,3,3,1,2,1,4,3,38,67,IC,Influencer-Conscientious,ENTJ,,28.0,6,2022,2.0
EMP101262,3.0,2022,ARI BASKARA YULIANTO,535735,4,3,6,4,2,2,1,4,3,39,26,31,CI,Conscientious-Influencer,ENFP,,,4,2022,2.9
EMP101263,5.0,2022,INTAN PURNAMA,441536,4,3,5,4,4,3,2,2,4,20,65,87,DC,Dominant-Conscientious,ESFJ,,,7,2022,4.666666666666667
EMP101264,2.0,2022,LUTHFI PRAMUDITA SIMANJUNTAK,956623,3,2,2,6,4,3,2,1,5,52,24,26,IS,Influencer-Steadiness,NAN,95.0,22.0,5,2022,1.8
EMP101265,,2022,UMAR UTAMI,321163,1,4,6,5,1,3,2,2,5,58,39,71,CI,Conscientious-Influencer,ENFP,,24.0,4,2022,4.1
